date,product_id,customer,quantity,unit_price,payment_received
2019-09-22,122,Brent,19,1.63,33
2019-09-23,125,Shirley,15,1.88,30
2019-09-24,124,John,10,1.15,14
2019-09-25,124,Jose,4,1.29,7
2019-09-26,116,Maggie,16,1.33,23
2019-09-27,120,Joel,8,1.21,12
2019-09-28,118,Eva,17,1.32,24
2019-09-29,125,Traci,4,1.1,6
2019-09-30,125,Kathleen,7,1.98,16
2019-10-01,121,Mike,1,1.6,4
2019-10-02,116,Sam,20,1.3,28
2019-10-03,119,Marvin,2,1.11,4
2019-10-04,115,Mark,14,1.77,27
2019-10-05,115,Damien,2,1.38,5
2019-10-06,122,Michael,12,1.74,23
2019-10-07,118,Solomon,10,1.81,20
2019-10-08,116,Sandra,15,1.84,30
2019-10-09,125,Emily,14,1.47,23
2019-10-10,121,Cheryl,9,1.74,18
2019-10-11,124,Terri,15,1.01,17
2019-10-12,116,Luz,8,1.81,16
2019-10-13,120,Heather,18,1.98,38
2019-10-14,120,Brittany,12,1.76,23
2019-10-15,120,Tim,11,1.61,20
2019-10-16,125,Kathryn,9,1.64,17
2019-10-17,119,Robert,18,1.61,31
2019-10-18,115,Lisa,4,1.53,8
2019-10-19,121,Harry,4,1.47,8
2019-10-20,120,James,5,1.79,11
2019-10-21,121,Larry,19,1.09,23
2019-10-22,118,Norman,5,1.98,12
2019-10-23,117,Paul,4,1.31,7
2019-10-24,117,Susan,19,1.26,26
2019-10-25,121,Dennis,6,1.73,12
2019-10-26,117,Carrie,3,1.31,6
2019-10-27,122,John,12,1.13,16
2019-10-28,123,Anita,18,1.73,33
2019-10-29,116,Minnie,15,1.74,28
2019-10-30,118,Rita,13,1.83,26
2019-10-31,121,Wayne,9,1.09,12
2019-11-01,119,Johnnie,8,1.83,17
2019-11-02,117,Sally,18,1.59,31
2019-11-03,118,Joanne,4,1.86,9
2019-11-04,125,Justin,17,1.19,22
2019-11-05,115,William,16,1.33,23
2019-11-06,123,Myrtle,18,1.59,31
2019-11-07,115,Bianca,14,1.18,19
2019-11-08,119,Natasha,4,1.49,8
2019-11-09,120,Shane,15,1.21,20
2019-11-10,124,Danny,11,1.9,23
2019-11-11,117,Cordell,17,1.39,26
2019-11-12,115,Dwayne,19,1,21
2019-11-13,125,Bernard,9,1.25,13
2019-11-14,124,Ralph,11,1.58,19
2019-11-15,124,Kenneth,12,1.78,23
2019-11-16,121,Anna,8,1.84,17
2019-11-17,124,David,20,1.94,41
2019-11-18,117,Kirk,12,1.27,17
2019-11-19,116,Scott,7,1.01,9
2019-11-20,122,Paige,17,1.77,32
2019-11-21,125,Beatrice,16,1.5,26
2019-11-22,115,Peggy,14,1.64,25
2019-11-23,122,Valerie,9,1.49,15
2019-11-24,123,Mable,12,1.15,16
2019-11-25,123,Terrance,2,1.34,5
2019-11-26,120,Geraldine,16,1.57,27
2019-11-27,123,Brian,4,1.74,9
2019-11-28,124,Cynthia,20,1.36,29
2019-11-29,120,Ethel,8,1.87,17
2019-11-30,116,Sallie,16,1.33,23
2019-12-01,115,Charlotte,16,1.32,23
2019-12-02,123,Willis,17,1.79,32
2019-12-03,115,Joshua,11,1.57,19
2019-12-04,115,Norbert,9,1.99,20
2019-12-05,125,Wayne,9,1.21,13
2019-12-06,118,Eugene,20,1.83,39
2019-12-07,124,Tonya,11,1.81,22
2019-12-08,122,Maria,11,1.71,21
2019-12-09,125,Melissa,14,1.32,20
2019-12-10,122,Jimmy,1,1.1,3
2019-12-11,120,Marc,5,1.3,8
2019-12-12,124,Leonard,10,1.6,18
2019-12-13,124,Matthew,3,1.47,6
2019-12-14,122,George,7,1.34,11
2019-12-15,120,Steven,8,1.03,10
2019-12-16,123,Jana,11,1.4,17
2019-12-17,124,Maria,20,1.83,39
2019-12-18,116,Shirley,2,1.84,6
2019-12-19,116,Guadalupe,16,1.89,32
2019-12-20,118,Robert,13,1.74,25
2019-12-21,124,William,5,1.64,10
2019-12-22,124,Vennie,6,1.25,9
2019-12-23,121,Brian,2,1.08,4
2019-12-24,115,Holly,4,1.4,8
2019-12-25,123,Jessica,1,1.07,3
2019-12-26,115,Patricia,3,1.49,6
2019-12-27,124,Julia,18,1.98,38
2019-12-28,121,Kelly,2,1.49,5
2019-12-29,120,Ilse,18,1.72,33
2019-12-30,116,Roger,13,1.6,23
2019-12-31,120,Mario,15,1.08,18
2020-01-01,120,Paul,19,1.07,22
2020-01-02,121,Chris,2,1.59,5
2020-01-03,121,Mark,16,1.78,30
2020-01-04,120,Lauri,7,1.93,16
2020-01-05,122,Katherine,12,1.44,19
2020-01-06,117,Catherine,8,1.42,13
2020-01-07,121,Bernice,9,1.94,19
2020-01-08,122,William,17,1.49,27
2020-01-09,125,Vincent,14,1.97,30
2020-01-10,124,Bradley,6,1,8
2020-01-11,116,Joshua,5,1.46,9
2020-01-12,117,Michael,11,1.37,17
2020-01-13,124,Jessica,7,1.06,9
2020-01-14,121,John,16,1.77,30
2020-01-15,119,Justin,2,1.96,6
2020-01-16,122,Ashley,14,1.07,17
2020-01-17,125,Mildred,12,1.69,22
2020-01-18,117,Ola,2,1.87,6
2020-01-19,121,Tracy,17,1.41,26
2020-01-20,125,Richard,8,1.85,17
2020-01-21,116,Ralph,4,1.74,9
2020-01-22,118,Anton,2,1.14,4
2020-01-23,122,Bernice,20,1.01,22
2020-01-24,123,Vincent,19,1.68,34
2020-01-25,115,Delores,11,1.18,15
2020-01-26,121,Robert,17,1.9,34
2020-01-27,119,Imogene,7,1.34,11
2020-01-28,121,Lourdes,20,1.55,33
2020-01-29,119,Larry,3,1,5
2020-01-30,115,Danny,9,1.43,15
2020-01-31,120,Eleanor,12,1.88,25
2020-02-01,121,Ruth,17,1.3,24
2020-02-02,119,Scott,12,1.1,15
2020-02-03,122,Rosa,16,1.03,19
2020-02-04,119,Andrew,8,1.28,12
2020-02-05,124,Santiago,20,1.74,37
2020-02-06,123,Ralph,20,1.53,33
2020-02-07,122,Joseph,15,1.91,31
2020-02-08,115,Diana,13,1.23,18
2020-02-09,115,Holly,9,1.38,14
2020-02-10,119,Kirsten,10,1.22,14
2020-02-11,118,Rose,1,1.92,4
2020-02-12,124,Starla,20,1.65,35
2020-02-13,122,James,1,1.6,4
2020-02-14,122,Thomas,16,1.68,29
2020-02-15,118,Ashlea,17,1.34,25
2020-02-16,119,Betty,16,1.62,28
2020-02-17,116,Kathy,18,1.32,26
2020-02-18,123,Brenda,12,1.15,16
2020-02-19,117,Gary,9,1.24,13
2020-02-20,117,Loretta,13,1.75,25
2020-02-21,115,Kimberly,7,1.42,12
2020-02-22,123,Zoe,8,1.16,11
2020-02-23,120,Janice,13,1.77,25
2020-02-24,115,Jeffrey,14,1.69,26
2020-02-25,118,Frank,16,1.5,26
2020-02-26,123,Todd,11,1.79,22
2020-02-27,122,Kevin,4,1.04,6
2020-02-28,115,Scott,2,1.31,5
2020-02-29,124,Cammie,10,2,22
2020-03-01,118,Kristine,9,1.71,17
2020-03-02,115,David,20,1.3,28
2020-03-03,121,Stanley,8,1.48,14
2020-03-04,115,Richard,12,1.13,16
2020-03-05,120,Krystal,15,1.02,17
2020-03-06,121,Keith,15,1.54,25
2020-03-07,117,Elisabeth,2,1.45,5
2020-03-08,123,Marvin,19,1.04,22
2020-03-09,121,Gladys,19,1.82,37
2020-03-10,125,Larry,10,1.02,12
2020-03-11,122,Ofelia,18,1.99,38
2020-03-12,125,Frances,18,1.39,27
2020-03-13,120,Grant,20,1.46,31
2020-03-14,121,Oma,20,1.15,25
2020-03-15,121,Philip,1,1.3,3
2020-03-16,121,Amber,13,1.26,18
2020-03-17,124,Leo,11,1.96,24
2020-03-18,117,Patricia,2,1.16,4
2020-03-19,115,Margaret,15,1.3,22
2020-03-20,117,Trisha,16,1.88,32
2020-03-21,124,Deborah,20,1.91,40
2020-03-22,122,Maryellen,20,1.13,25
2020-03-23,118,Debora,5,1.64,10
2020-03-24,119,William,4,1.37,7
2020-03-25,124,Robert,2,1.7,5
2020-03-26,118,Frances,17,1.63,30
2020-03-27,118,Marion,5,1.66,10
2020-03-28,125,Patricia,9,1.32,14
2020-03-29,116,Leslie,3,1.83,7
2020-03-30,120,Terry,20,1.09,24
2020-03-31,122,Rachel,12,1.21,17
2020-04-01,122,Susan,2,1.34,5
2020-04-02,120,Joan,10,1.07,13
2020-04-03,117,James,12,1.39,19
2020-04-04,120,Jason,4,1.67,9
2020-04-05,116,Ruth,19,1.64,33
2020-04-06,118,Nina,16,1.08,19
2020-04-07,123,Joshua,8,1.78,16
2020-04-08,122,Clarence,1,1.92,4
2020-04-09,115,Dolores,13,1.29,19
2020-04-10,116,Norma,10,1.43,16
2020-04-11,119,William,4,1.43,8
2020-04-12,121,Robert,7,1.55,13
2020-04-13,116,Juan,11,1.38,17
2020-04-14,120,Estela,14,1.63,25
2020-04-15,124,Queen,1,1.91,4
2020-04-16,118,Vicki,7,1.28,11
2020-04-17,123,Neal,2,1.77,6
2020-04-18,118,Michael,12,1.64,22
2020-04-19,118,Craig,17,1.71,31
2020-04-20,124,Beryl,9,1.01,11
2020-04-21,119,Wilson,16,1.88,32
2020-04-22,124,Joshua,14,1.62,25
2020-04-23,124,Timothy,10,1.35,16
2020-04-24,120,Gail,17,1.29,24
2020-04-25,120,William,18,1.26,25
2020-04-26,119,Wesley,2,1.06,4
2020-04-27,122,Michael,16,1.9,32
2020-04-28,120,Jo,15,1.88,30
2020-04-29,118,Jacque,1,1.9,4
2020-04-30,116,Beatrice,13,1.52,22
2020-05-01,120,Raymond,13,1.63,23
2020-05-02,119,Matthew,4,1.94,10
2020-05-03,124,Cody,19,1.65,33
2020-05-04,121,Heather,7,1.86,15
2020-05-05,117,Jonathan,9,1.42,15
2020-05-06,120,Jean,20,1.08,24
2020-05-07,115,Gary,6,1.33,10
2020-05-08,121,Tasha,3,1.72,7
2020-05-09,119,Scott,11,1.08,14
2020-05-10,121,Kelly,15,1.28,21
2020-05-11,115,Michael,6,1.56,11
2020-05-12,116,Tiffany,10,1.64,18
2020-05-13,119,Martha,4,1.27,7
2020-05-14,118,Michael,12,1.87,24
2020-05-15,122,Melissa,12,1.92,25
2020-05-16,120,Everett,5,1.14,8
2020-05-17,116,Paul,9,1.11,12
2020-05-18,123,In,6,1.97,14
2020-05-19,117,Lawrence,14,1.07,17
2020-05-20,123,Theresa,7,1.21,10
2020-05-21,118,Geneva,20,1.51,32
2020-05-22,124,Ethel,7,1.18,10
2020-05-23,122,Rita,8,1.75,16
2020-05-24,125,Suzanne,6,1.59,12
2020-05-25,115,Latoya,2,1.81,6
2020-05-26,116,Margaret,4,1.9,10
2020-05-27,115,Kenny,11,1.22,15
2020-05-28,124,Cathryn,10,1.53,17
2020-05-29,120,Darwin,1,1.67,4
2020-05-30,117,Anthony,1,1.67,4
2020-05-31,122,Harry,16,1.31,23
2020-06-01,116,Harold,1,1.29,3
2020-06-02,124,Gregory,4,1.75,9
2020-06-03,124,Charles,5,2,12
2020-06-04,122,Richard,12,1.28,17
2020-06-05,118,Terry,18,1.06,21
2020-06-06,125,Mark,3,1.05,5
2020-06-07,121,Marietta,15,1.13,19
2020-06-08,118,Lillian,9,1.81,18
2020-06-09,116,Davina,4,1.03,6
2020-06-10,116,Michael,3,1.82,7
2020-06-11,120,Aracelis,10,1.87,21
2020-06-12,121,June,8,1.95,18
2020-06-13,117,David,18,1.96,37
2020-06-14,124,Matthew,2,1.97,6
2020-06-15,115,Elwood,15,1.06,18
2020-06-16,125,Leslie,15,1.18,20
2020-06-17,117,Bradley,6,1.65,12
2020-06-18,125,Tammy,15,1.79,29
2020-06-19,125,Ruby,13,1.38,20
2020-06-20,123,Joel,9,1.73,18
2020-06-21,125,Joyce,14,1.58,24
2020-06-22,121,Eddie,5,1.24,8
2020-06-23,117,Dana,10,1.49,17
2020-06-24,120,Deborah,1,1.36,3
2020-06-25,116,Jesus,16,1.84,32
2020-06-26,120,Carol,16,1.57,27
2020-06-27,125,Timothy,10,1.07,13
2020-06-28,124,Thomas,5,1.92,12
2020-06-29,118,Gina,18,1.27,25
2020-06-30,120,Dustin,6,1.35,10
2020-07-01,115,Harvey,19,1.71,34
2020-07-02,117,Joyce,5,1.91,12
2020-07-03,123,Simon,10,1.21,14
2020-07-04,120,Helen,2,1.49,5
2020-07-05,118,Lessie,6,1.81,13
2020-07-06,116,Thomas,12,1.94,25
2020-07-07,115,Joe,14,1.55,24
2020-07-08,120,Tony,7,1.33,11
2020-07-09,123,Flora,5,1.1,8
2020-07-10,117,Debra,14,1.93,29
2020-07-11,118,Wesley,18,1.93,37
2020-07-12,119,Jason,16,1.96,33
2020-07-13,115,Lisa,5,1.75,11
2020-07-14,115,Marina,16,1.01,18
2020-07-15,117,Robert,19,1.92,38
2020-07-16,116,Marie,4,1.92,10
2020-07-17,116,Pedro,6,1.34,10
2020-07-18,121,Jesse,1,1.73,4
2020-07-19,123,Marie,4,1.68,9
2020-07-20,122,Alicia,4,1.01,6
2020-07-21,122,Karrie,10,1.34,15
2020-07-22,120,Peter,9,1.26,13
2020-07-23,119,Debbie,4,1.49,8
2020-07-24,125,Michael,1,1.26,3
2020-07-25,115,Alyse,20,1.85,39
2020-07-26,121,Therese,10,1.31,15
2020-07-27,124,David,1,1.61,4
2020-07-28,119,Gearldine,18,1.68,32
2020-07-29,117,Jessica,5,1.63,10
2020-07-30,125,Jill,14,1.45,22
2020-07-31,124,Theodore,11,1.28,16
2020-08-01,119,Alan,4,1.57,8
2020-08-02,125,Edna,13,1.81,26
2020-08-03,119,Mildred,13,1.87,26
2020-08-04,124,Juanita,6,1.47,11
2020-08-05,121,Ruth,10,1.39,16
2020-08-06,125,John,8,1.13,11
2020-08-07,125,David,10,1.81,20
2020-08-08,123,Alene,12,1.96,25
2020-08-09,118,Joan,13,1.72,24
2020-08-10,120,Michele,6,1.5,11
2020-08-11,121,Nancy,2,1.32,5
2020-08-12,120,Ronnie,18,1.48,29
2020-08-13,118,Ann,3,1.12,5
2020-08-14,125,Erica,4,1.2,7
2020-08-15,116,Jane,11,1.29,16
2020-08-16,125,Brian,19,1.58,32
2020-08-17,123,Howard,7,1.84,15
2020-08-18,123,Nicholas,8,1.09,11
2020-08-19,115,Kristen,18,1.02,20
2020-08-20,117,Joseph,4,1.5,8
2020-08-21,118,Diane,6,1.08,8
2020-08-22,117,Richard,5,1.71,11
2020-08-23,115,Thomas,7,1.55,13
2020-08-24,115,William,11,1.07,14
2020-08-25,121,Ann,13,1.99,28
2020-08-26,119,Barbara,6,1.16,9
2020-08-27,121,Jason,3,1.09,5
2020-08-28,120,June,7,1.74,14
2020-08-29,118,Cathie,2,1.04,4
2020-08-30,117,Leola,17,1.97,36
2020-08-31,124,Connie,16,1.04,19
2020-09-01,116,Phyllis,12,1.71,23
2020-09-02,119,Kevin,4,1.73,9
2020-09-03,123,Donald,14,1.57,24
2020-09-04,123,Joseph,4,1.08,6
2020-09-05,122,Richard,9,1.14,12
2020-09-06,115,Eric,17,1.34,25
2020-09-07,118,Yvette,17,1.94,35
2020-09-08,120,Terrance,20,1.8,38
2020-09-09,123,Gregory,7,1.84,15
2020-09-10,116,Kathryn,20,1.05,23
2020-09-11,125,Steven,14,1.46,22
2020-09-12,123,Ricardo,20,1.51,32
2020-09-13,120,Jonathan,15,1.11,19
2020-09-14,122,Genevieve,14,1.97,30
2020-09-15,120,Brian,2,1.78,6
2020-09-16,117,Robin,5,1.29,8
2020-09-17,118,Denise,18,1.55,30
2020-09-18,118,William,11,1.22,15
2020-09-19,122,Tammy,9,1.77,18
2020-09-20,116,Karen,16,1.69,29
2020-09-21,121,Isaiah,14,1.75,27
2020-09-22,122,Christopher,10,1.03,12
2020-09-23,120,William,11,1.32,17
2020-09-24,116,Catherine,1,1.2,3
2020-09-25,121,Annette,11,1.06,14
2020-09-26,116,Tracy,14,1.15,18
2020-09-27,123,Frank,15,1.74,28
2020-09-28,124,Brian,6,1.79,13
2020-09-29,120,Shelley,19,1.33,27
2020-09-30,119,Michael,1,1.51,4
2020-10-01,120,Julia,13,1.78,25
2020-10-02,124,James,5,1.51,10
2020-10-03,116,Katelyn,10,1.83,20
2020-10-04,121,Daniel,14,1.99,30
2020-10-05,119,Rafael,1,1.07,3
2020-10-06,115,Raymond,12,1.87,24
2020-10-07,124,Rachel,7,1.73,14
2020-10-08,120,Patricia,1,1.86,4
2020-10-09,120,Christine,17,1.79,32
2020-10-10,125,Gerald,2,1.54,5
2020-10-11,124,Kathleen,7,1.72,14
2020-10-12,120,Nathaniel,1,1.05,3
2020-10-13,122,Cody,8,1.83,17
2020-10-14,121,Donna,20,1.81,38
2020-10-15,119,Melinda,13,1.08,16
2020-10-16,115,David,3,1.4,6
2020-10-17,119,John,7,1.88,15
2020-10-18,121,Katie,18,1.42,28
2020-10-19,118,Keenan,18,1.91,36
2020-10-20,123,Tamara,11,1.4,17
2020-10-21,125,Grover,8,1.22,12
2020-10-22,117,Betty,14,1.73,26
2020-10-23,123,Leland,6,1.95,14
2020-10-24,116,Dawn,16,1.79,31
2020-10-25,120,Douglas,20,1.59,34
2020-10-26,121,Yolanda,2,1.62,5
2020-10-27,121,Courtney,17,1.71,31
2020-10-28,116,Cathy,2,1.28,5
2020-10-29,119,Steven,4,1.78,9
2020-10-30,125,Floyd,14,1.25,20
2020-10-31,119,Teresa,3,1.02,5
2020-11-01,118,Mario,17,1.77,32
2020-11-02,115,Irving,11,1.71,21
2020-11-03,121,Lisa,18,1.73,33
2020-11-04,121,George,10,1.01,12
2020-11-05,122,Dorothy,4,1.7,9
2020-11-06,115,Mary,1,1.39,3
2020-11-07,117,Charles,9,1.06,12
2020-11-08,125,Linda,3,1.75,7
2020-11-09,121,Judy,10,1.2,14
2020-11-10,125,Jerome,2,1.98,6
2020-11-11,121,Florence,16,1.97,34
2020-11-12,115,Elaine,17,1.94,35
2020-11-13,123,Annie,4,1.31,7
2020-11-14,116,Antoinette,8,1.34,13
2020-11-15,119,Michael,4,1.83,9
2020-11-16,117,Kate,2,1.67,5
2020-11-17,123,David,2,1.5,5
2020-11-18,123,James,7,1.11,10
2020-11-19,118,Denny,10,1.17,14
2020-11-20,120,Marjorie,18,1.08,21
2020-11-21,115,Judith,7,1.03,9
2020-11-22,120,Richard,14,1.53,23
2020-11-23,118,Tamara,18,1.44,28
2020-11-24,117,Lorene,1,1.8,4
2020-11-25,124,Austin,1,1.53,4
2020-11-26,115,Becky,10,1.79,20
2020-11-27,119,Gary,6,1.57,11
2020-11-28,122,Michael,3,1.59,7
2020-11-29,117,Angela,14,1.48,23
2020-11-30,122,Jamie,7,1.98,16
2020-12-01,119,Marlin,12,1.93,25
2020-12-02,121,Kevin,9,1.86,19
2020-12-03,125,Jan,9,1.7,17
2020-12-04,117,Jody,1,1.71,4
2020-12-05,121,Jimmie,1,1.06,3
2020-12-06,125,Robert,16,1.31,23
2020-12-07,122,Glenda,13,1.84,26
2020-12-08,119,Charlotte,4,1.97,10
2020-12-09,120,Henrietta,1,1.9,4
2020-12-10,121,Rose,2,1.48,5
2020-12-11,120,Francisco,12,1.34,18
2020-12-12,123,James,9,1.5,16
2020-12-13,122,Michael,6,1.26,10
2020-12-14,118,Anthony,20,1.75,37
2020-12-15,115,Pamela,20,1.09,24
2020-12-16,120,William,2,1.56,5
2020-12-17,115,Emily,16,1.13,20
2020-12-18,115,David,11,1.48,18
2020-12-19,124,John,7,1.37,12
2020-12-20,121,Catherine,6,1.37,10
2020-12-21,122,Michael,5,1.8,11
2020-12-22,121,Lyle,3,1.29,6
2020-12-23,123,Jean,5,1.6,10
2020-12-24,121,Ginger,14,1.66,25
2020-12-25,123,Ethel,15,1.64,27
2020-12-26,122,Jennifer,7,1.77,14
2020-12-27,117,Michael,1,1.35,3
2020-12-28,116,Ellen,11,1.49,18
2020-12-29,118,Leona,10,1.24,14
2020-12-30,118,Brian,12,1.16,16
2020-12-31,123,Patricia,19,1.23,25
2021-01-01,120,Irving,12,1.72,23
2021-01-02,125,Tamika,5,1.35,9
2021-01-03,115,Annette,5,1.43,9
2021-01-04,117,Anthony,13,1.07,16
2021-01-05,123,Steven,5,1.66,10
2021-01-06,123,Harry,13,1.28,19
2021-01-07,124,Shelia,11,1.15,15
2021-01-08,119,Wilma,4,1.63,9
2021-01-09,123,Retha,1,1.71,4
2021-01-10,118,Lisa,14,1.4,22
2021-01-11,123,Lucy,6,1.21,9
2021-01-12,125,Matthew,20,1.21,26
2021-01-13,125,Tony,8,1.02,10
2021-01-14,125,Renita,17,1.5,27
2021-01-15,119,Nicholas,17,1.15,22
2021-01-16,118,James,17,2,36
2021-01-17,119,Angela,20,1.84,39
2021-01-18,117,Georgia,9,1.88,19
2021-01-19,117,Caitlin,15,1.15,19
2021-01-20,118,Carlos,1,1.15,3
2021-01-21,123,Mary,19,1.57,32
2021-01-22,118,Marvin,18,1.85,35
2021-01-23,123,Richard,4,1.87,9
2021-01-24,124,Alyce,2,1.09,4
2021-01-25,124,Donna,4,1.89,10
2021-01-26,118,Gary,2,1.68,5
2021-01-27,120,Deanna,8,1.81,17
2021-01-28,116,Fred,1,1.96,4
2021-01-29,119,Doris,8,1.07,11
2021-01-30,116,Susan,8,1.54,14
2021-01-31,119,Brigitte,19,1.95,39
2021-02-01,117,John,11,1.32,17
2021-02-02,115,Denise,17,1.72,31
2021-02-03,119,Jarvis,10,1.48,17
2021-02-04,124,Edward,1,1.01,3
2021-02-05,116,Jaime,8,1.22,12
2021-02-06,122,Gail,5,1.14,8
2021-02-07,116,Kristina,16,1.99,34
2021-02-08,121,Lynn,2,1.14,4
2021-02-09,119,Claire,13,1.03,15
2021-02-10,121,Quinton,12,1.73,23
2021-02-11,116,Brian,14,1.61,25
2021-02-12,124,Brian,20,1.14,25
2021-02-13,116,Paul,2,1.56,5
2021-02-14,119,Lisa,12,1.93,25
2021-02-15,118,Brian,18,1.84,35
2021-02-16,121,Matthew,4,1.52,8
2021-02-17,123,Lucas,10,1.57,18
2021-02-18,125,Leona,5,1.63,10
2021-02-19,125,Maria,19,1.38,28
2021-02-20,115,Albina,1,1.92,4
2021-02-21,120,Eddie,7,1.95,16
2021-02-22,117,Manuel,10,1.51,17
2021-02-23,115,Mary,4,1.9,10
2021-02-24,120,Addie,19,1.89,38
2021-02-25,125,Neil,13,1.6,23
2021-02-26,124,Dennis,10,1.04,12
2021-02-27,124,Leo,9,1.33,14
2021-02-28,123,Richard,15,1.78,29
2021-03-01,115,Gail,2,1.5,5
2021-03-02,120,John,1,1.07,3
2021-03-03,120,Amy,3,1.79,7
2021-03-04,122,Donald,12,1.96,25
2021-03-05,117,Aleida,2,1.05,4
2021-03-06,117,Verda,10,1.78,20
2021-03-07,115,Bradford,2,1.04,4
2021-03-08,125,Curtis,8,1.05,10
2021-03-09,118,Roger,20,1.38,30
2021-03-10,125,Morgan,18,1.55,30
2021-03-11,118,Cleveland,6,1.87,13
2021-03-12,125,Anthony,2,1.76,6
2021-03-13,118,Sean,5,1.51,10
2021-03-14,121,Casey,12,1.62,21
2021-03-15,121,Stephen,7,1.96,16
2021-03-16,117,Paulette,18,1.21,24
2021-03-17,117,Thomas,16,1.42,25
2021-03-18,120,Susan,10,1.34,15
2021-03-19,120,Stephanie,13,1.15,17
2021-03-20,117,Laura,11,1.69,21
2021-03-21,119,Martha,10,1.11,13
2021-03-22,119,Brandon,4,1.58,8
2021-03-23,124,Charles,16,1.87,32
2021-03-24,115,Grace,2,1.48,5
2021-03-25,120,Theresa,10,1.46,17
2021-03-26,121,Floyd,1,1.8,4
2021-03-27,117,David,3,1.09,5
2021-03-28,120,Isela,4,1.38,8
2021-03-29,119,Robert,4,1.1,6
2018-01-01,119,Ted,9,1.75,18
2018-01-02,115,Ruby,10,1.54,17
2018-01-03,116,Freda,10,1.56,18
2018-01-04,124,Gerald,17,1.76,32
2018-01-05,121,Jodi,13,1.31,19
2018-01-06,125,Jonathan,10,1.14,13
2018-01-07,121,Samuel,11,1.3,16
2018-01-08,124,Marilyn,20,1.56,33
2018-01-09,115,Ann,13,1.73,24
2018-01-10,124,Duane,16,1.37,24
2018-01-11,122,Maria,2,1.45,5
2018-01-12,124,Myra,2,1.86,6
2018-01-13,120,Cecelia,14,1.39,21
2018-01-14,123,William,15,1.73,28
2018-01-15,118,Myrtle,16,1.81,31
2018-01-16,116,George,14,1.76,27
2018-01-17,120,Brenda,12,1.89,25
2018-01-18,125,Roberta,3,1.35,6
2018-01-19,119,Joseph,3,1.14,5
2018-01-20,125,Roy,3,1.65,7
2018-01-21,115,Tiffany,8,1.22,12
2018-01-22,119,Heather,18,1.32,26
2018-01-23,116,Annette,10,1.92,21
2018-01-24,122,Diane,15,1.97,32
2018-01-25,119,Kenneth,2,1.66,5
2018-01-26,121,Lucie,20,1.43,31
2018-01-27,116,Cameron,13,1.07,16
2018-01-28,116,Yolanda,10,1.25,15
2018-01-29,123,Sherri,2,1.68,5
2018-01-30,123,Marvin,4,1.09,6
2018-01-31,124,Audrey,2,1.59,5
2018-02-01,117,Michael,20,1.92,40
2018-02-02,122,Shalonda,1,1.72,4
2018-02-03,118,Barbara,13,1.02,15
2018-02-04,117,Monte,15,1.46,24
2018-02-05,115,Pauline,5,1.52,10
2018-02-06,115,Harley,16,1.44,25
2018-02-07,119,Robin,8,1.97,18
2018-02-08,124,Megan,5,1.92,12
2018-02-09,125,Linda,5,1.27,8
2018-02-10,115,Timothy,13,1.57,22
2018-02-11,123,Nancy,20,1.26,27
2018-02-12,124,Ernest,20,1.25,27
2018-02-13,115,Stephen,20,1.05,23
2018-02-14,116,Brent,10,1.31,15
2018-02-15,120,Shirley,3,1.85,8
2018-02-16,123,John,15,1.65,27
2018-02-17,117,Jose,1,1.69,4
2018-02-18,118,Maggie,11,1.03,13
2018-02-19,123,Joel,4,1.85,9
2018-02-20,122,Eva,14,1.34,21
2018-02-21,125,Traci,12,1.73,23
2018-02-22,123,Kathleen,6,1.43,11
2018-02-23,116,Mike,3,1.95,8
2018-02-24,122,Sam,5,1.95,12
2018-02-25,123,Marvin,18,1.17,23
2018-02-26,115,Mark,19,1.97,39
2018-02-27,118,Damien,20,1.21,26
2018-02-28,115,Michael,20,1.81,38
2018-03-01,121,Solomon,10,1.54,17
2018-03-02,122,Sandra,3,1.7,7
2018-03-03,119,Emily,4,1.2,7
2018-03-04,120,Cheryl,15,1.21,20
2018-03-05,118,Terri,9,1.12,12
2018-03-06,115,Luz,1,1.44,3
2018-03-07,118,Heather,20,1.39,30
2018-03-08,116,Brittany,15,2,32
2018-03-09,119,Tim,10,1.92,21
2018-03-10,125,Kathryn,17,1.7,31
2018-03-11,121,Robert,14,1.24,19
2018-03-12,120,Lisa,6,1.28,10
2018-03-13,115,Harry,2,1.75,6
2018-03-14,121,James,18,1.09,22
2018-03-15,123,Larry,14,1.89,28
2018-03-16,118,Norman,15,1.97,32
2018-03-17,115,Paul,7,1.67,14
2018-03-18,125,Susan,12,1.82,24
2018-03-19,124,Dennis,20,1.49,32
2018-03-20,125,Carrie,13,1.97,28
2018-03-21,118,John,15,1.74,28
2018-03-22,120,Anita,12,1.17,16
2018-03-23,119,Minnie,14,1.51,23
2018-03-24,115,Rita,14,1.34,21
2018-03-25,118,Wayne,13,1.67,24
2018-03-26,122,Johnnie,18,1.77,34
2018-03-27,117,Sally,3,1.96,8
2018-03-28,117,Joanne,9,1.13,12
2018-03-29,118,Justin,14,1.47,23
2018-03-30,123,William,15,1.91,31
2018-03-31,115,Myrtle,18,1.15,23
2018-04-01,122,Bianca,15,1.37,23
2018-04-02,117,Natasha,16,1.21,21
2018-04-03,119,Shane,17,1.08,20
2018-04-04,123,Danny,17,1.03,20
2018-04-05,122,Cordell,15,1.05,18
2018-04-06,117,Dwayne,5,1.74,11
